Jobtitle-id,Job-title,Skill
256,Senior Security Engineer (m/f),CISSP certification
257,JavaScript Application Engineer (m/w),"CDN, FTP, Scrum, Kanban"
258,DevOps Engineer,"PHP, Python, Go, Node, AWS, Terraform, Ansible, MySQL, ElasticSearch, Redis, NoSQL, Packer, Docker, TDD, BDD, Jenkins, RabbitMQ, Kafka, ElasticSearch, Solr"
259,"PHP Software Engineer, Supply Technology","Symfony2, PHP, MySQL"
260,Agile Coach (f/m),"Scrum, Kanban"
261,DevOps Working Student (m/f) ,"Linux, Docker, Kubernetes, Puppet"
262,Senior Scala Engineer (m/f) for a new Cyber Security venture at FinLeap,"Play Framework, Akka HTTP, http4s, Spring Boot, SQL, NoSQL, Cassandra, CI/CD, Kafka, Spark, Google Protobuf, Message Queues"
263,"Data Engineer, Data Platform","Spark, Hadoop, Kafka, Kinesis, AWS, S3, Spark, Scala"
264,Senior Python Engineer (m/f) for a new Cyber Security venture at FinLeap,"Python, Django, Pyramid, Flask, REST, GraphQL, SQL, NoSQL, Postgres, Cassandra, CI/CD"
265,Senior Data Analyst,"PostgreSQL, MySQL, Looker, Pentaho, Google Analytics, Excel, Spark, Hive, R, SAS, SPSS, Python"
266,Mobile QA Engineer,"Appium, Calabash"
267,Data Scientist (Data Product),"Machine Learning, Scala, Pandas, R, Spark"
268,"Python Engineer, Marketing Technology",
269,"Engineering Manager, Customer Excellence",Lamp stack
270,"Data Engineer, Spark & Scala","Apache Spark, Scala, SQL, Google AdWords, Machine Learning"
271,Director of Analytics,"SQL, R, Python, SAS, SPSS, Spark, Hadoop, Scala, Java, Hive, Looker"
272,Database Administrator (m/f),"MSSQL, MySQL, Transact SQL, PowerShell "
273,Data Engineer,"Ruby, Ruby on Rails, Scala, Java, Python, Lua, SQL"
274,Delivery Lead (m/f),"Scrum, Kanban"
275,DevOps Engineer (m/f),Unix
276,Quality Assurance Engineer (m/f),"Javascript, Java, Ruby, Python, RESTful, XML, HTML, JSON, Testrail, JIRA, SQL"
277,Web Engineer,"Javascript, React, Vue.js, AngularJS, CSS, Nodejs"
278,Expert in Blockchain Technology (m/f),
279,Senior Test Autmation Engineer,"RSpec, Cucumber, git, Jenkins, GitLab CI, Kubernetes, Docker, Unix/Linux"
280,Senior Full Stack Developer,"Ruby, RabbitMQ, Elixir, HTML5, ES6, CSS3, REST, git, GitLab CI, Jenkins, Kubernetes, Docker, RSpec, Cucumber, SQL, NOSQL, PostgreSQL, MongoDB, Neo4j, InfluxDB/ Prometheus"
281,Senior iOS Engineer,"Swift, Objective-C, REST API"
282,REACT Frontend Developer (m/f),"JavaScript, CSS, HTML, JavaScript, TypeScript, ReactJS, NodeJs, Less, Sass and Bootstrap, Foundation, AWS, CloudFront, S3, OpsWorks, IntelliJ, Git"
283,Rails Frontend Developer (m/f),"JavaScript, HTML, CSS, BEM, A/B Testing"
285,Full Stack Developer (m/f),"Python, AWS, Azure, Git, Jira, Confluence, Jenkins, IoT/Industry 4.0, Machine Learning"
287,Manager Development and IT Operations (DevOps) (m/f),"azure, AWS, PostgreSQL, AngularJS, Angular Material, Bootstrap, Bower, ECMAScript 6, Less, WebGL, Celery, Django, PostgreSQL, Python, RabbitMQ, Git, Jira"
288,Backend Developer (m/f),"SQL, NOSQL, Python, Django, Angular"
289,Full Stack Developer (m/f),"Python, Django, Angular, Jira"
290,Backend Developer for Video/Photography Startup,"PHP, Zend, REST API, Java, Spring-Boot, Lombok, PostgreSQL, AWS, EC2, S3, Transcoder, Javascript, NodeJS, gulp, bower, MySQL"
291,Chief Technology Officer (CTO),"Ruby, Ruby on Rails, HTML, (S)CSS, Javascript"
292,Computer Vision Engineer,"Python, C++, OpenCV"
293,Security Engineer JavaScript/Ruby,"Ruby, JavaScript, Python, Linux, REST, OWASP Top 10"
294,Polymath Frontend Engineer (m/f),"JavaScript, HTML5, CSS3, Javascript, React, Angular, Ember"
295,Agile Coach,"Agile, Scrum"
296,Java/Scala Developer (m/f) – Scientific Publisher,"Scala, Java"
297,Full Stack Developer (m/f),"JVM, AngularJS, NodeJS, npm, jQuery, SASS, Haskell, SML, OCaml, Lisp, Idris, Rust, Erlang, NoSQL, AWS, Scala"
298,Machine Learning Research Engineer (m/f),"Machine Learning, Deep Learning, A/B test, Python, SQL"
299,"Senior iOS Developer (Objective-C, Swift)","objective-C, swift, REST APIs"
300,Test Manager IT (m/f),"ISTQB, ITIL, IREB"
301,Senior Business Intelligence Engineer,"Spark, Hadoop, Hive, Elasticsearch, Scala, Python, Java"
302,Data Engineer (m/f),"C, Java, Scala, R, d3.js, Spark, Kafka, AWS"
303,Frontend Developer (m/f),"HTML5, CSS3, JavaScript, Angular, React, Ember, D3js, Scala, Java, C++, Python, R"
304,"Senior Software Engineer, Frontend (m/f)","HTML, CSS, SCSS, Javascript, ES6, React.js, Redux, AngularJS, Vue.js, Meteor, Jest, Jasmine, Grunt, Gulp, Webpack, D3.js, Chart.js"
305,Senior Frontend Engineer (React/Node) (m/f),
306,QA Engineer,"Selenium, Jira, PHP, JavaScript"
307,QA Manager,"XStudio, Scrum, JIRA, NewRelic"
308,VP Engineering,"React Native, Javascript"
309,Embedded Software Engineer (m/f),"Yocto/Open Embedded, C, C++, Qt/QML"
311,Front-End Developer,"Angular.js, Backbone.js, React, Javascript, TypeScript, Bubblesort,  Ionic, Apache Cordova"
312,Front-End Engineer,"Javascript, REST API"
313,Full Stack JavaScript Developer,"Node.js CLI, GraphQL, Promises, ES6, JavaScript"
314,QA Engineer (f/m),"Jenkins, Travis, Jira, SQL, Ruby, JavaScript, Capybara, Rspec"
315,Web-Frontend Entwickler (m/w),"JavaScript, Coffeescript, Typescript, Dart, HTML, CSS"
316,Business Intelligence Trainee,"SQL, TCP, IP, HTTP, HTML, JavaScript, RESTful API, JSON"
317,PHP Developer,PHP
318,Senior Test Automation Engineer,"Ruby, Calabash iOS, Calabash Android, Cucumber, Gherkin, Selenium, SVN, GIT, CVS, Scrum, Kanban"
319,Senior Frontend Engineer,"React, Angular, Ember, HTML, CSS, JavaScript"
320,Senior Software Engineer (Python / Django) (m/f),"Python, JavaScript, PostgreSQL, Linux, Django, Ansible"
321,Software Engineer (Junior),"Java, Node.js, PHP"
322,Senior Software Developer,"PHP, Symfony, Laravel, Cake, RESTful API, Scrum, Kanban, Magento, WooCommerce, MySQL, NoSQL, AngularJS, HTML 5, CSS, SASS, LESS, Bower, NPM, Gulp, Grunt"
323,Software Engineer,"Python, PHP, Go, Hadoop, Apache Spark, ScyllaDB, Pandas, Scikit Learn"
324,Web Developer / Frontend Developer / UX Guru,"JavaScript, HTML, CSS, RESTful APIs, React, Native, CSS, A/B tests"
325,QA testing engineer,"Java, Javascript,  HTML, CSS, Git, Jenkins "
326,iOS engineer,"Objective-C, Swift, Cocoa APIs, RESTful APIs, Git"
327,Full Stack Engineer,"JavaScript, Java, MongoDB, Postgresql, React, AWS, Git, Jenkins"
328,Developer – OSX – Docker,"OSX/Linux, Jira, Bitbucket, Confluence, Java, Shell-Scripting, Docker-Compose"
329,Ruby Developer (m/f),"Ruby on Rails, MySQL, PostgreSQL, Cucumber, RSpec, TravisCI, MVC"
330,"Software Engineer, Bid Management (m/f)","Scala, Ruby, Python, Hadoop, HBase, Pig, Mapreduce, Bigtable, Google Adwords, Storm, Spark"
331,Data Engineer (m/f),"Ruby, Scala, Go, HDFS, Hive, Pig, Spark, Google AdWords, BingAds, Social Media Advertising, Universal Analytics"
332,Frontend Developer,"HTML, HTML5, CSS/SCSS, JavaScript, PHP, SQL, WordPress, Shopify, Woocommerce, Backbone.js, AngularJS, Subversion, Git"
333,Senior PHP Developer,"PHP, symfony2/3, HTML5, CSS3, JavaScript"
334,Frontend Engineer,"Javascript, HTML5, CSS3, UX/UI"
335,Senior iOS Developer (m/f),"Objective-C, Swift, Agile, Unit Testing"
336,Senior Web Developer (PHP),"PHP, MySQL, Linux, Laravel, HTML, CSS, JavaScript, ElasticSearch, Vue.js, REST APIs"
338,Frontend Developer,"JavaScript, Es6, Node.js, Vue.js, Gsap, Vanilla.js, HTML5, CSS3, Sass/LESS, RESTful APIs, PHP, MySQL, Git"
339,"Software Developer – Java, MongoDB – Studio 3T for MongoDB","Python, C++, C#, MongoDB, Couchbase, Elasticsearch, GUI design, JavaScript, MySQL, SQL Server, PostgreSQL, Oracle"
340,Senior Data Scientist,"Python, SQL, Machine Learning"
341,Senior Software Engineer: Ruby and Elixir,"Ruby, Elixir, MySQL, PostgreSQL, Javascript, HTML, CSS"
342,Games Developer (m/f),"JavaScript, Pixi.js, Phaser.io, ECMAScript 6, HTML5, CSS"
343,Senior Business Intelligence Analyst,SQL
344,Head of Engine,"SQL, Python, JavaScript, Golang, Ruby, SPSS, RapidMine"
345,Senior to Mid Unity Dev,"Unity3D, RESTful APIs, Agile"
346,Softwarearchitect,"HTML5, CSS, JavaScript, SQL, NoSQL, C#"
347,.NET Developer,"SQL, Xamarin, Xamarin.Forms, NoSQL, C#"
348,Full Stack Web Developer (f/m),"C#, JQeury, HTML5, CSS, REST APIs, JSON, ASP MVC, SQL, Jasmine, Mocha, WCF Data Services, OData"
349,DevOps Engineer,"Linux, Python, Git, Gerrit, Java, C/C++, Wildfly, ElasticSearch, Piwik, Graylog, MySQL, Jenkins"
350,Rails Junior Developer (m/f),Ruby on Rails
351,Head of Business Intelligence,Data architecture
352,Backend Engineer node.js,"Laravel, Symfony, MySQL, PostgreSQL, MongoDB, PHP, AWS, Azure, Vue, AngularJS, React, Git, Rest"
353,Fullstack Developer with node.js at a Scientific Publishing Company,"Cloud Foundry, OpenStack, Chef, Play, Ansible, Spring Boot, Rabbit MQ, Elastic Search, Solr Cloud, Mongo DB, Python, Ruby"
354,Senior PHP backend/full-stack Software Engineer (Zend),"PHP, Zend"
355,Senior Business Intelligence Analyst – Promotions (m/f),"SQL, R"
356,Data Analyst mit dem Schwerpunkt: Big Data in Berlin (m/w),"SQL, NoSQL, MongoDB, Cassandra, Firebase, BigTable, BigQuery, Cloud SQL"
357,FE/BE/FS developers,"Python, C, C++, Raspberry PI, Beaglebone, SqlLite, PostGres, InfluxDB, REST, JSON, XML, Git, Trello"
358,"Senior Backend Developer, Booking","SQL, NoSQL, Couchbase, Hadoop"
359,Android Developer (m/f),Android
360,iOS Developer (m/f),"Swift, Objective-C"
361,PRODUCT OWNER (BERLIN),"SCRUM, LEAN, Design Thinking, Continuous Integration"
362,"Software Engineer: Fullstack (Ruby, ReactJS)","React, Redux, Rspec, Mocha, Ruby, Scrum, Kanban, AWS, Heroku PAAS, node.js, Erlang, MongoDB"
363,Data Engineer,"Hadoop, hdfs, Pig, Impala, Apache Parquet, MySQL , Postgres, vertica, SAP HANA, Tableau, Rundeck, Pentaho, Java, Golang, spark, storm, samza, flink, Kafka"
364,Junior IT-Systemadministrator / IT-Helpdesk (m/w),
365,WordPress Developer (m/f),"HTML, CSS, JavaScript, PHP, SVN, Git, WordPress"
366,Software Engineer (f/m),"Sql, NoSQL, Spring, Hibernate, OAuth/cryptography"
367,Scrum Master/ Agile Facilitator (f/m),"Scrum, Kanban"
368,Data Engineer,"BigQuery, Redshift, Hadoop, Kafka, Kinesis, Python, SQL, Java, JavaScript"
369,Senior Frontend Developer (f/m),"JavaScript, React, Angular"
370,Full-Stack PHP Developer in Travel Startup,"PHP, Symphony, Laravel, HTML, CSS, JavaScript, JQuery, Git"
371,Scrum Master / Agile Coach (m/w),"Agile, Scrum"
372,Senior Javascript Full-Stack Engineer (m/f),"Javascript, NoSQL, Python, C++, AWS"
373,Quality Assurance Trainee,"SQL, UX, Excel, Google Sheets"
374,Firmware Engineer (m/f),"C, C++"
375,Fullstack Software Engineer,"SQL, Ruby, Go, NodeJS, Docker, AWS, S3, EC2, Ruby on Rails, Grape, Sinatra"
376,Backend Engineer,"Nodejs, Scala, Git, C++, Java, GoLang"
378,Mid level Web Developer (f/m),"Javascript, TypeScript, Java, Node.js"
379,Full Stack Developer (m/f),"JavaScript (ES6), NodeJS, MQTT, AMQP, HTML5, CSS3, UI, ReactJS, Angular, SASS/LESS, WebPack"
380,React / App Developer at Music Tech Startup,"JavaScript, React Native, Swift, Objective C, PHP"
381,Senior Operations Engineer / DevOps (m/f),"Linux, Saltstack"
382,Manager Data Science / Business Intelligence (m/f),"Data architecture, Data infrastructure"
383,Frontend JavaScript Engineer (m/f),"HTML5, CSS3, JavaScript (ES6), ReactJS, LESS, Webpack, NodeJS, UNIX OS"
384,QA Engineer (m/f),"Selenium, Py.Test, RobotFramework, Scala, Python, Ruby"
385,Senior Software Engineer – UI Developer,"Node.js, JavaScript, React, Angular, Backbone, PHP, Symfony, HTML5, CSS3, SCSS, JS, jQuery, TDD, CD, CI"
386,Senior Backend Engineer (m/f),"Java8, Scala, Spring Cloud, Netflix Stack, SQL, NoSQL, Saltstack, Packer, AWS, GCE, RabbitMQ, Kafka, Logstash, Kibana, Zipkin, Prometheus"
387,Sr. Backend Engineer (Ruby) (m/f),"Ruby, Ruby on Rails, Postgres, Redis, ActiveRecord, JavaScript, Python, REST APIs, Docker, Kubernetes"
388,Machine Learning Engineer,"C, C++, Python, Machine Learning"
389,QA Manager,"Appium, XCode UI Automation, Swift, JavaScript, Python, SQL"
390,Head of Mapping – Senior GIS Specialist/Developer,"PostGIS, QGIS, GlobalMapper, Python, WMS/WCS, TMS, GDAL, PostGIS, Grass, SQL, .NET, Java, AWS, Docker, Kubernetes, Linux"
391,Software Engineer – SAP Hybris (m/f),"Cloud Foundry, OpenStack, Chef, Play, Ansible, Spring Boot, Rabbit MQ, Elastic Search, Solr Cloud, Mongo DB, Python, Ruby, Java, Scala"
392,Senior Frontend Developer,"JavaScript (ES6+), HTML, Webpack, Vue.js"
393,(Junior) Web Developer,"PHP, HTML, CSS, JavaScript, Bootstrap"
394,Frontend Developer (m/w),"JavaScript (Es6), Node.js, Vue.js, HTML5, CSS3, Gsap, Vanilla.js, PHP, RESTful-APIs, MySQL"
395,Web-Entwickler (m/w) beim FinTech-Startup des Jahres in Berlin,"PHP, MySQL, HTML, CSS, LESS, JavaScript, jQuery, BootStrap, bash, Shell Script, pdftk, Git"
396,Web Developer,"HTML5, JavaScript, CSS, AngularJS, Git, Jenkins, PHP, Symfony"
397,Senior Data Engineer,"Ruby on Rails, ETL, Tableau, MicroStrategy, Looker, Kafka, Data Pipeline, Kinesis, Redshift, AWS, hadoop, Spark, MapReduce, Kanban, Scrum "
398,Senior Frontend Developer,"JavaScript, HTML, CSS, MobX, Redux, Git"
399,Senior Ruby Developer (m/f),"Ruby on Rails, JavaScript, SQL, RSpec"
400,Software Engineer,C/C++
401,Lead QA Analyst,"Agile, Continuous integration, TDD"
402,Python & JavaScript Developer (m/f),"Python3, JavaScript, React, NodeJS, Django, MongoDB, MySQL, Redis, Nginx, Express, Celery, Angular, Ember, VueJS, Backbone, RESTful API, Docker, OpenShift"
403,Business Intelligence Analyst,"SQL, Python, AWS, S3, Redshift, RDS, Kinesis"
404,Embedded Developer (m/f),"Java, C/C++, Python, Bash, Shell"
405,Senior Android Engineer,"HLS, DASH, Smooth, Android, UI Testing, CI, retrofit 2, dagger, fresco, okhttp, butterknife"
406,System Engineer,"Linux, nginx, Apache, Ruby, Python, Perl, shell, bash, Chef, Puppet"
407,"Senior Full-stack Developer (Java/Node.js), Fast Integration Team","Node.js, Java"
408,Senior Frontend Developer,"HTML5, CSS3, React, AngularJS, Jekyll, Hugo, Phenomic, yarn, npm, bower, gulp, webpack, Git VCS, Karma, Jasmine, Protractor, Jest, S3, NGINX"
409,Front-End Engineer (Javascript),"React, ECMAScript 6, Node.js, Webpack"
410,Experienced Fullstack Web Apps Developer (m/f) for Native Apps Team,"RESTful APIs, MVC, Node.js, Express, MongoDB, AngularJS, AWS, mLab, Docker Hub, New Relic, StatusCake"
411,C# .NET DEVELOPER,"C#, MVC, Entity Framework, Linq, HTML, CSS, JavaScript"
412,Agile/Ruby Team Lead (m/f),"Ruby on Rails, Postgres, Redis, Rspec, Capybara, Webpack, Babel, React, Redux, React-router, Sass, Postcss, Jest, Sinon, Chai"
413,Senior PHP BE Engineer,"PHP, Scrum, Kanban, Golang, Docker, JavaScript, Python, TypeScript, MySQL, Postgres, InfluxDB, DynamoDB, AWS, Jira, Confluence, xUnit, Redis, Nginx, ElasticSearch"
414,Senior Big Data Architect,"Hadoop, Hbase, Hive, Kafka, Storm, Spark"
415,QA Engineer (m/f),"Git, SQL, PHP Codeception, Javascript, Selenium Web Driver, Agile, Scrum"
416,Senior PHP Developer (m/f),"PHP, Zend Framework, Laravel, Symfony, Yii, Lumen, Silex, HTML5, CSS3, SASS, JavaScript, REST API, TDD, Mock, Stub, Redis, Memcached, AWS, PubNub, Git"
417,Java / Groovy Backend Developer (m/f),"Java, Groovy, Spring, Grails, Ratpack, Elasticsearch, MySQL, Postgres, Restful APIs, AngularJS, AWS, CloudFront, S3, OpsWorks, IntelliJ, Git, AWS"
418,Android Developer (m/f),"Android, Dagger, rxJava, CI/CD, Mobile UI/UX"
419,Android Team Lead (m/f),"Android, Dagger, rxJava, CI/CD, Mobile UI/UX"
420,iOS developer (m/f),"Swift, Objective-C, CI/CD, Mobile UI/UX"
421,Senior Frontend Engineer – Berlin (m/w),"HTML5, CSS3, JavaScript, Webpack, Node.js, Universal, React, Angular, PHP"
422,iOS Team Lead (m/f),"Swift, Objective-C, CI/CD, Mobile UI/UX"
423,QA Engineer (f/m) part-time,
424,CTO (f/m),"Ruby on Rails, CRM"
425,"Engineering Manager, Search","Java, Agile"
426,Software Engineer / Data Scientist (m/f),"Python, AWS, Spark"
427,Working Student – IT Team,"Ethernet, WLAN, TCP/IP, VPN, Microsoft Exchange"
428,Data Engineer (m/w),"Java, JavaScript, Python"
429,Infrastructure & Cloud Engineer (m/f),"Puppet, Ansible, JSON, Terraform, Jenkins, Docker, Kubernetes, LXC/LXD, AWS, Google Compute Engine, Azure, OpenStack"
430,IT Systems Manager (m/f) (part-time possible),Python
431,iOS Developer,"Xcode, Swift, Cocoa Touch & iOS, Objective-C, HTTP, REST, JSON, MVC/MVVM "
432,IT System Administrator,"TCP/IP, DNS, DHCP, LAN/WAN, Microsoft Exchange Server, Ofiice 365"
433,Senior Full-Stack Software Engineer (fulltime),"PostgreSQL, Python 3, Django, Rest, React, Docker, AWS, Selenium"
434,Data Scientist,"R, Python, Google Cloud Platform"
435,Go Developer,"Linux / Unix, Golang, Git"
436,Fullstack Developer / Web-Entwickler,"Ruby on Rails, PostgreSQL, MySQL, HTTP, REST, Json, XML, JavaScript, Puppet, Chef, Ansible, NodeJS, Webpack, Brunch, Rollup, Browserify, VueJS, React, Angular, Rspec"
437,JavaScript Developer,"JavaScript, Scrum, Kanban"
438,Security Operations Engineer (f/m),"TCP/IP, DNS, SSL, IPTables, Docker, Kubernetes, Ansible, Puppet, Chef"
439,Mobile Engineer IoT / SmartHome – React Native,"React Native, OS , Android"
440,EMBEDDED ENGINEER (JAVA) – IOT / SMARTHOME,"Java, Linux"
441,Backend Engineer – Scala,"Java, Scala, AKKA, Play Framework, Flink, REST APIs, MQTT"
442,Senior Full Stack Developer,"JavaScript, Angular.js, Node.js, React, React native, Python, AWS, HTML, CSS3, CSS4, ES2015, ES2016, Grunt, Gulp, Bower, npm, Webpack"
443,Scala IoT Developer (m/f),"REST APIs, Swagger, Akka HTTP, Kafka, Spark, Flink, PostgreSQL, Cassandra, Elasticsearch, Docker, Jenkins, AWS, JVM"
444,NodeJS Developer (m/f),"Swagger, Koa, Kafka, MQTT, OAuth 2.0, PostgreSQL, Cassandra, Elasticsearch, Docker, Jenkins, AWS"
445,IoT Solution Architect (m/f),"Java, JavaScript, Node.js, C, Python, Perl, Shell"
446,Mobile Developer (m/f),"iOS, Android,  ObjectiveC, Java, ReactNative, Fabric"
447,VP Engineering (m/f),"Ruby, AWS, GitLab, Jenkins, Capybara, Selenium, Scrum, LeSS, Kanban"
448,DevOps Engineer,"EC2, RDS, IAM, DynamoDB, S3, Ubuntu/Debian, GoLang, Apache, HAproxy, NGINX, FPM, MySQL, Python, Ruby, Node"
449,Infrastructure Engineer (m/f),Google GSuite
450,Infrastructure Engineer (m/f),"UNIX, TCP/IP, Golang"
451,CTO for IoT / SmartHome – Chief Technology Officer (m/f) BERLIN,
453,Software Engineer Backend (m/f),"Ruby, Scala, Go, Java, Postgres, MySQL, Redis, Cassandra, REST, HTTP, TCP/IP"
454,Software Developer (Ruby),"Ruby, REST"
455,Embedded Software Developer (f/m),"C / C++, I2C, SPI, Uart, USB, Bluetooth, Makefile, Shell-scripting, Python, QT"
456,Software Developer (JavaScript/React),"HTML5, CSS3, JavaScript, REST"
457,Team Lead PHP Developer,"PHP5, MySQL, NoSQL, Symfony 2"
458,Senior Backend Developer,"C++, C#, Java, MySQL, PostgreSQL, SOAP, RESTFul, XML, JSON, Scrum, Kanban, Express, CouchDB, Elasticsearch, Docker"
459,"Senior Backend Engineer Groovy / Grails / Java (m/f) – Berlin, DE","ElasticSearch, MySQL, Grails, Spring, Spring-Boot, Hibernate, Apache Tomcat, AWS, RestAPI, Scrum, Kanban"
460,"Senior Frontend Engineer (m/f) – Berlin, DE","Bootstrap, Backbone, React, LESS, Babel, JavaScript"
461,Senior Frontend Developer,"HTML, CSS, JavaScript,  AngularJS"
462,"Lead Developer Backend – Groovy / Grails / Java (m/f) – Berlin, DE","ElasticSearch, MySQL, Grails, Spring, Spring-Boot, Hibernate, Apache Tomcat, AWS, RestAPI, Scrum, Kanban"
463,Sr. Frontend Engineer (AngularJS),"AngularJS, HTML5, CSS3, Webpack, Require.js, REST, Grunt, Gulp, Bower, Npm, Yarn"
464,DevOps Engineer (mid- to senior-level),"Python, Ruby, Scala, Ansible, Chef, Puppet, Shell, Linux, Git"
465,Big Data Backend Engineer (mid- to senior-level),"Scala, Python,  Luigi, Jenkins, Git"
466,React+Redux / JavaScript Developer,"JavaScript, NodeJS, ES6, Angular, Ember, Backbone, React, Redux, CSS, LESS, SASS, D3.js, Chart.js"
467,Senior Java Entwickler,"Java, Spring, PostgreSQL, Docker"
468,Product Owner App/ Frontend (m/f),"Android, iOS"
469,Frontend Engineer (F/M),"JavaScript, Marionette, Backbone"
470,DevOps,"Java, Python, bash, AWS, VPC, Openstack, PostgreSQL, Mysql, MongoDB, Zookeeper, NoSQL, Big IP, AWS ELB, Haproxy, Kafka, ActiveMQ, RabbitMQ, Jenkins, Sonar, Puppet, Chef, Ansible"
471,QA Test Analyst (m/f),"iOS, Android, Shell, Scrum, Kanban"
472,PHP Software Engineer,"PHP7, MySQL, MongoDB, RabbitMQ, ElasticSearch, Docker, RESTful APIs"
473,PHP Developers,"PHP, HTML5, JavaScript, SQL, Laravel, Phalcon PHP, AngularJS, JQuery"
474,Full-stack Developer (React + Java REST API),"Continuous Delivery, Continuous Integration, UI/UX"
475,Senior Backend Developer (Ruby on Rails) (m/f),"JavaScript, HTML, CSS, RESTful APIs, Scrum, React, Firebase, jQuery, Bootstrap, ActionCable"
476,Java Liferay Developer,"Java, Linux/UNIX, jQuery, JSON, XML, JavaScript, HTML, CSS"
477,Senior Frontend Developer – CSS/Design focus,"HTML, CSS, Sass, JavaScript"
478,Backend Engineer (m/f),"Golang, Linux, Kafka, PostgreSQL, Kubernetes, Docker, CoreOS, Terraform"
479,Frontend Engineer (m/f),"HTTPS, Restful APIs, JavaScript, HTML5, CSS3"
480,Front End Web Developer,"ECMAScript 2015, React, SASS/CSS, REST APIs, Git, JIRA, Node.js, Ruby on Rails, Java, AWS, Redis, PostgreSQL, ElasticSearch"
481,Full Stack Developer,"Java, Elixir, Go, NodeJS, PHP, Ruby on Rails, ECMAScript 2015, React, SASS/CSS, Java, Qt, JavaScript, SQL, REST APIs, AWS, GCP"
482,Frontend Engineer (m/f),"React.js, Flux, Redux, ES2015 JavaScript, Node.js, HTML5, CSS3, SASS, LESS/PostCSS"
483,Scala Backend Team Lead (m/f),"REST API, Scala, Docker, NoSQL, Play, Spark, Jira, Confluence, BitBucket, Kafka, ElasticSearch, AWS"
484,"Full-stack Developer (ReactJS, Java, Google Cloud)","Xcode, Swift, Cocoa Touch, iOS, Objective-C, HTTP, REST, JSON, MVC/MVVM "
485,Full-Stack Entwickler,"SASS, React, Angular2, Scala, Clojure, XSS, SQL Injection, CSRF, OWASP Top 10"
486,Python / React Native Hacker,"Linux, Python, React JS, React Native, Android, iOS"
487,Software Architect (m/f),"Java, PHP, J2EE, Spring, Azure, AWS, MySQL, ElasticSearch, MongoDB, RESTful APIs, Saltsack, Puppet, Chef, Docker, Kubernetes"
488,IT – Systemadministrator (m/w),
489,Salesforce Developer,"C#, JavaScript, Visual Basic, XML, Apex"
