company_name	jobtitle	description	Date	source
 Taledo	Frontend Developer (m/f) 	"The ideal candidate:

Experience with React (and related tools such as redux) or comparable Javascript frameworks
Fluency with HTML5 and CSS3, knowledgeable about trends and methodologies
Excitement about thoroughly building a sustainable architecture
Degree in Computer Science and several years of relevant work experience
Understanding of Usability concepts and experience with Design tools
Strong communication skills, e.g. ability to talk about technical topics and express design decisions
Berlin residency or willingness to relocate

Your responsibilities:
You will have direct impact on the product and see your code deployed to production within a few days after joining. The Backend is written in Rails, backed by Postgres and ElasticSearch. It’s communicating via a json API to the Frontend, which is written in React and uses related frameworks such as redux and webpack. You will work directly with and report to the CTO.
Working at Taledo:
At Taledo, you have the opportunity to work with a highly motivated team of smart people in a truly international atmosphere. While offering an environment that allows you to stay focused and develop professionally, we still make sure to have fun, with regular provisions of fruits, cakes, tea, and other snacks. Knowledge sharing and supporting each other is key to our success and offers great opportunities for professional growth."	2017-10-02	Berlin Startup Jobs
 99chairs	Frontend Software Engineer – all levels 	"The role

Work closely with product managers, designers & other engineering team members to roll out new features and improve existing ones
Implement great client side UI, with focus on clean and modular code
Mentoring other team members and interns
Testing of the front-end code using Javascript tests
Keeping our application and libraries updated and using best engineering practices

Your skills and experience

You’re an expert with JavaScript, with focus on good code quality and principles
You know how to scale web platforms, including optimizations and browser or device specific adjustments
Experience with JS frameworks such as React
Comfortable with Git, Unix and dealing with REST-APIs
Our tech stack includes: Ruby on Rails, React, Node.js etc. Experience in these technologies (although not mandatory) is highly desirable.
Focused on building responsive interfaces
Always up-to-date with latest trends, tools and technologies in the front-end world
Experience with front-end testing using Jasmine, Karma etc.
Familiar with SEO principles
Hands-on experience working with backend tools and technologies such as Node.js or Ruby on Rails is a plus

More reasons to work at 99chairs

A flat work environment with innovative decision making processes. We don’t just say this, but do our very best to make sure that everyone’s voice is being heard.
Flexible work hours and environment. As long as you get things done and are aligned with your team, you have complete autonomy over your work-life.
A kitchen fully stocked with healthy snacks & drinks as well as weekly team lunches.
A BVG ticket to brighten up your commute
The possibility to furnish your home with our amazing discount rates.

Are you the right fit?
We are looking for people that are smart entrepreneurs at heart, who love responsibility and bring projects and ideas forward – every single day. We love constant learners, team players, and people who agree that strong teams are built based on honesty!
*99chairs is an equal opportunity employer. Applicants are considered without regards to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, or sexual orientation."	2017-10-02	Berlin Startup Jobs
 99chairs	Backend Software Engineer – all levels 	"The role

Help 99chairs build a robust and scalable backend API that enables our front-end applications (website and mobile).
Planning and development of back-end system with strong emphasis on code quality and structure.
Responsible for designing and architecturing the back-end application.
Dive into hard problems and successfully deliver great results on schedule
Work closely with product managers, designers & other engineering team members to roll out new features and improve existing ones.
Integration with 3rd Party APIs and systems.

Your skills & experience

Professional hands-on experience in software development specially back-end development.
Ability to write clean and modular code with emphasis on code quality.
Good experience writing automated unit and integration test cases.
Experience building and deploying complex web platforms and APIs.
Knowledge about the various software engineering practices,concepts and tools used in professional software development like code reviews, version control, build processes, continuous integration, test automation etc.
Our tech stack includes: Ruby, Ruby on Rails, ElasticSearch, Redis, Docker amongst other. Experience in these technologies (although not mandatory) is highly desirable.
Experience working in any Object Oriented language that’s used for web application development.
Ability to take ownership for your work and work independently.
Strong analytical and problem solving skills.

More reasons to work at 99chairs

A flat work environment with innovative decision making processes. We don’t just say this, but do our very best to make sure that everyone’s voice is being heard.
Flexible work hours and environment. As long as you get things done and are aligned with your team, you have complete autonomy over your work-life.
A kitchen fully stocked with healthy snacks & drinks as well as weekly team lunches.
A BVG ticket to brighten up your commute
The possibility to furnish your home with our amazing discount rates.

Are you the right fit?
We are looking for people that are smart entrepreneurs at heart, who love responsibility and bring projects and ideas forward – every single day. We love constant learners, team players, and people who agree that strong teams are built based on honesty!
*99chairs is an equal opportunity employer. Applicants are considered without regards to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, or sexual orientation."	2017-10-02	Berlin Startup Jobs
 test IO	Freelance Software QA Tester 	"test IO is a global leader in software crowdtesting. Thousands of qa testers work with us to test mobile apps, websites, IoT software, and more.
Testers who work with us come from all walks of life. Some are software developers or testers, looking to hone their skills or test on new platforms. Others are tech enthusiasts who turn their passion into extra cash. And some are students or are transitioning into a new career, earning while learning. With test IO, you can work when, where, and how you want.
There’s no application process. You can get started here: http://hello.test.io/bsj/
Requirements
You’ll be working as a freelance tester, with opportunities to participate in test runs at your own discretion. You don’t need to have experience in software QA (though you’ll get up to speed faster if you do), but you’ll need to stick with it if you’ve never done it before. If you haven’t tested before, here are some key success factors:
You read instructions and understand them. If the instructions say that something is out of scope and you test it, you’re wasting your own time.
You communicate precisely in English. Bug reporting is a particular form of communication that demands precision, concise wording, and logical ordering.
You are curious. The best testers aren’t robots who follow a script. They like things that seem mysterious. They deviate from the Happy Path. They like to experiment with apps.
You spot patterns. Similar bugs occur in unrelated software systems, so being able to sense patterns is very helpful.
You like games. There does seem to be a high degree of overlap between testers and gamers. Part of it is the thrill of the hunt, and the desire to understand the rules of a system and how to beat them.
When you start as a tester at test IO, you’ll get coaching from team leaders, then participate in test cycles with more experienced testers. You’ll get the opportunity to see the kinds of issues they find and how they find them, so you’ll be able to learn as you go along.
You will need a computer and an internet connection. Ideally you will also have access to one or more mobile devices. The more devices you have, the more opportunities you’ll have to test. Don’t worry if you don’t have the latest hardware; there’s strong demand for older devices, too.
Benefits
As a tester, you can work whenever you want, from wherever you want. You’ll be presented with opportunities to participate in tests, which you may accept or reject with no penalty. You will be paid for issues you find, issues that you reproduce, and sometimes for reviews of the software under test. More serious issues get higher payouts, up to $50 per bug. You’ll know the payscale before you agree to test.
There’s no formal application process. You can get started right away by signing up here: http://hello.test.io/bsj/
You’ll then proceed to your first test, where we will help you learn how to file reports on the issues you find."	2017-10-02	Berlin Startup Jobs
 Geschenkidee.de	Back-End Developer (m/f) 	"Your challenge:

Support the development of our Magento e-Commerce Platform for 13 international shops
Building of efficient, testable, and reusable PHP modules, including responsibility for clean and reusable code
Work with high load websites, processing large amount of structured and unstructured data
Improve and maintain existing codebase for maximum speed and scalability
Optimize code, Troubleshoot and debug applications
Support a culture of knowledge sharing and software best practices

Your profile:

Broad knowledge and experience in Back-End development, preferably in e-Commerce environment
University degree in the field of computer science or a similar field
Excellent knowledge on OOP, SOLID, clean code, design patters
Professional experience with PHP5+, PHP7, Git, Magento, MySQL, Redis, Nginx/Apache, Javascript, API/REST/SOAP
Experience with TDD/BDD, Jenkins, RabbitMQ/Kafka, ElasticSearch/Solr, NoSQL would be desired
Bonus points: Magento Certified CE/EE, Zend Framework, Laravel, AWS, Docker
You bring an analytical mindset, problem-solving abilities and a get-it-done attitude
You are a flexible and fast learner, who is a strong communicator with very fluent English

Our offer:

An international, team-oriented and collaborative environment where you can take responsibility from Day 1
A skilled IT department who will challenge your ping pong skills once in a while
A dynamic and motivated Geschenkidee family with flat hierarchies
Daily challenges and successes and a steep learning curve

Curious? Please send your CV with earliest possible starting date and salary expectations to job@geschenkidee.de. Your contact person is Jessica."	2017-10-02	Berlin Startup Jobs
 DCMN GmbH	Senior DevOps Engineer (m/f) 	"We’re looking someone (an “experienced DevOps Engineer” if you wish) to guide the operational side of our tech team. You’ll get your hands dirty and have to maintain, grow, and optimize our development infrastructure, but the focus will be on driving the culture to enable the team to maintain the infrastructure, not on maintaining it yourself.
We’re currently a ~20 person tech team deploying three products across a mix of bare metal and AWS infrastructure. We are explicitly looking for someone to coordinate the whole team’s efforts and provide experience and vision for how to set up and maintain a clean infrastructure. That is, we’d like you to provide ideas and enable everyone to work on infrastructure without pulling their hair out. We’re generally very open to doing things the “right way” if you can convince us that that’s what it is.
The kind of questions we’d like to answer together

Should we move everything to the cloud or to bare metal?
Do we want containers and which scheduler should we use?
We need to scale our product globally: Should we set up a “satellite system” in Asia due to latency requirements, or will Europe be good enough for now? What can we keep here, what needs to go into the satellite? How do we synchronize storage? How much would it cost?
How can we unify our rather diverse provision/build/test/deployment structure (chef, salt, docker, jenkins, make, …)?
How can we make environments available for development and for staging, production branches? Both for developers across Linux and Mac OS and for the product team?

Some things you’ll get to play around with:

a bare metal RTB set-up handling 100k requests per second
a Spark data science pipeline processing a few hundreds of GB per day
PostgreSQL replication and failover
MySQL on RDS
Aerospike/Redis/Elasticsearch clusters

Requirements

You should be able to provide well-founded input to questions like the above
You are able to understand and modify our current deployment automation tooling
Experience in administering and automating networking, Linux, AWS or similar
Experience in troubleshooting networking and systems failures
Fluent in English (written and spoken)

What’s in it for you?

Work in a dynamic, experienced team of outstanding developers
Be a part of an elite international team – we have 30 nationalities!
Working with the latest technologies
Take full responsibility from day one
Home-office and remote work friendly, matched with flexible working hours.
We’re not cheap, you’ll get a nice screen or two
Free language courses, pilates classes and massages during and outside work time
We live work/life balance (!)
A recently remodelled and trendy office in a building with other great digital companies in one of the hottest neighbourhoods in Berlin,
A competitive compensation and an incentive plan that rocks when you rock

Interested?
Does this job description sound perfect for you? We’d love to hear from you. Please send us your CV along with relevant documents and your earliest possible starting date. Don’t hesitate to contact us if you have any questions. Your contact person is Theresa Jasaraj (career@dcmn.com).
Click here to apply: http://bit.ly/2qutVGm"	2017-10-02	Berlin Startup Jobs
 Endocode	Devops Engineer 	"Responsibilities

Work closely with developers, system engineers, quality assurance and customers.
Ensure scalability, availability and security of infrastructure in a data center remotely or at customer sites.
Build, maintain and optimize deployment pipelines.
Automate deployment and backup-restore processes.
Work with local and cloud-based servers. Fix, adapt and extend tools needed for the job.

Qualities

You’re someone who enjoys the challenge of making the process as lean, automated, reproducible and efficient as possible, and eliminating technical costs.
You enjoy learning new skills. Adapting to rapidly changing environments is no sweat.
For you, it’s all about getting things done, and getting them done right.
You enjoy working with other people and crafting solutions with customers.
You’re enthusiastic about open source.
You want to automate everything.
You know that if something is not fully tested it’s not done.

Required skills and experience
We are looking for people who know these major areas of technology:

Process knowledge of application development & operations based on continuous integration/continuous delivery. You will need to bring in-depth knowledge of modern software engineering methods including test-driven development.
Linux software development with Python, Ruby or Go. Our work is typically on the border between development and operations, and a solid understanding of development practises is very helpful. We apply engineering practises like automated testing and revisioned code to infrastructure. Knowing Git is a must.
We are looking for in-depth Linux (RHEL, Debian) or Windows administration knowledge (networking, configuration, troubleshooting), and knowledge of automation tools like CHEF or Puppet, and continuous integration systems like Jenkins or Teamcity.
Experience in application operations based on Openstack, Kubernetes or similar tools is useful. This includes deployment, customization and systems management.
You should be able to join our team full time at our office in Berlin.

If you have years of experience, that’s fantastic, if not, please don’t hesitate to talk to us anyway. We have a great team of experts that can support you in gaining that experience.
You should be able to communicate in German, the usual working language is English though."	2017-10-02	Berlin Startup Jobs
 99chairs	(Lead) Product Management 	"The role

You are responsible for the development and the economic success of our platform
Together with your colleagues you design, prioritise and organise new features and requirements from idea to publication
You work closely with our IT department to ensure short development cycles
You continuously improve and optimise the workflow as well as the internal and external communication
You coordinate your own projects and represent them in a transparent and understandable way
You are responsible for the requirements-engineering, the determination, definition and analysis of usecases as well as the buildup and fostering of the product backlog
You support and take over projects to develop our API and following frontend solutions
You analyse functional and technical problems and then come up with creative solutions

Your skills & experience

You have experience with Scrum, Kanban & Co as well as with project management tools like Jira. Furthermore, you have experience with the definition of web applications like user stories, mockups and test cases
You have a basic knowledge of /experience with coding
You have a degree in a related field (ideally with a focus on IT), with above average grades
You speak fluent English. German skills are a plus
You are a well-structured thinker and result-oriented worker with outstanding analytical skills as well as a hands-on mentality
You have great communication and teamwork skills
You burn for technology and are familiar with current trends in IT

More reasons to work at 99chairs

A flat work environment with innovative decision making processes. We don’t just say this, but do our very best to make sure that everyone’s voice is being heard.
Flexible work hours and environment. As long as you get things done and are aligned with your team, you have complete autonomy over your work-life.
A kitchen fully stocked with healthy snacks & drinks as well as weekly team lunches.
A BVG ticket to brighten up your commute
The possibility to furnish your home with our amazing discount rates.

Are you the right fit?
We are looking for people that are smart entrepreneurs at heart, who love responsibility and bring projects and ideas forward – every single day. We love constant learners, team players, and people who agree that strong teams are built based on honesty.
*99chairs is an equal opportunity employer. Applicants are considered without regards to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, or sexual orientation."	2017-10-02	Berlin Startup Jobs
 Move24	Junior/Senior PHP Developer 	"About the company
Move24’s vision is to build the world’s leading moving company and to deliver high-quality products towards the customer and local moving partners. In order to balance supply and demand as well as ensuring service quality Move24 will create technology-enabled operations to revolutionize the moving jobs industry. From Berlin’s headquarter Move24 operates into different European markets such as Germany, Sweden and France and aims to become both the fastest growing moving jobs platform and a strong and trustful brand.
Junior and Senior PHP Developer (m/f)
About the job
We are currently looking for PHP Developers (all levelers) to join our highly professional IT team and to help us successfully build a technology driven business from scratch. In this position, you will develop complex and highly scalable business applications, establish architecture and frameworks for future platform development and contribute ideas to product development.
Your responsibilities

Design and development of unique and complex web applications and web services using cutting edge technologies
Ensuring code quality and improving development processes
Continuous improvement of our platform in terms of availability, scalability, performance and usability
Cross functional cooperation with other departments like Product Management, Operations and Marketing

The assets you bring to the team

You have a university degree in Computer Science or an equivalent professional education and you have several years of relevant work experience
You are a skilled developer with experience in programming with PHP, adhering to best practices.
You are obsessions are clean code and object-oriented design
You have experience working with RDBMS (PostgreSQL is plus), write efficient and complex queries, and utilize powerful ORMs such as Doctrine. Knowledge of Redis and RabbitMQ are also big benefits.
Additionally, you are familiar with at least one PHP application frameworks such as Zend2, Symfony2 or Laravel
You have broad knowledge of the latest tools (git, composer, Vagrant, Jenkins, PHPStorm, XDebug) and agile methodologies in software development (Scrum and KanBan)
You are interested and have hands-on experience in building scalable, high performance and reliable web services
You are a team player, you get motivated by challenging projects and you are not afraid of responsibility

What we offer

You are given an opportunity to fully materialize your potential by building a completely new software system from scratch applying latest technologies and best practices
You will work in a vibrant, highly skilled and international team with flat hierarchies
We support your personal and professional development with challenging projects
Free drinks, fruits, cereals, team events"	2017-10-02	Berlin Startup Jobs
 Wire	Senior Software Developer, Backend Operations 	"Job description
Our team’s role is to develop our backend services, ranging from authentication and authorization services to storage services, as well as to to build and maintain our infrastructure, ensuring that it runs 24/7. Our infrastructure is set up in the cloud: automated builds and tests for our services are continuously deployed as part of our development pipeline. As a member of our team, you will be an integral part of this whole process!
About us
Wire is a European start-up building a modern, secure and open source privacy-focused communications experience. We are a Swiss company with a development center in Berlin, Germany. Our people come from a wide range of backgrounds, united by shared passion for communication, design and technology. www.wire.com
Benefits
When you join:
Work with experts, multicultural team from 20 nationalities, competitive salary, relocation support, career growth opportunities, beautiful office with a rooftop terrace in the heart of Berlin.
Day-to-day:
Functional programming languages, hardware of your choice, adjustable standing desks, high quality chairs, regular tech talks, developer meetups in the office, bike storage, table tennis, foosball, yoga, breakfasts and lunches.
Responsibilities

Deploy and run our services in the cloud (currently we use AWS)
Manage our own Cassandra/ElasticSearch clusters
Automate our infrastructure deployment and management (using ansible or other), together with other in-house developed tools
Work on Open Source code; mostly Haskell, but also Rust is gaining some popularity. You can see a lot of our server code at https://github.com/wireapp/wire-server

Requirements

Excited about designing, building, and running distributed and scalable systems
Experience with AWS (or other cloud providers)
Experience in automating builds and deployments
Unix/Linux environments, including the ability to analyze and troubleshoot potential networking issues
Containerization technologies

We highly value:

Interest in statically-typed functional languages
Passion for clean code and elegant solutions (continuously improving current ones)

Education
BS in Computer Science or equivalent industry experience
Please apply here: https://wire.softgarden.io/job/1166533?l=en"	2017-10-02	Berlin Startup Jobs
 Pamono	Quality Assurance / Software Testing Internship / Working Student / Engineer (M/W) 	"About Us
Pamono (www.pamono.com) is Europe’s largest marketplace for unique furniture and accessories. Pamono brings together international dealers of vintage and contemporary furniture, lighting, and accessories, granting customers instant access to hard-to-find merchandise of the highest quality. With our international team, we want to continue to quickly grow and revolutionize the online design market.
Your Role
As a working student, intern or QA engineer, you would work in close collaboration with our development team and product manager to help us deliver the best experience to our customers and internal users. Do you have a passion for finding secret bugs and solve problems creatively and professionally? This is your unique chance!
Responsibilities

Define and design product-related test cases and scenarios based on requirements specifications.
Ideally be involved in the preparation and implementation of automated software testing
Define and execute appropriate test cases on different test environments
Evaluate and document test results, as well as get involved in the preparation of test protocols
Take responsibility for your own tasks and projects in the area of quality assurance

Requirements

A qualification in an Information Technology-orientated field, or equivalent degree, and a strong understanding of internet-based software applications
Ideally some initial experience in software quality assurance
Good working knowledge of the complete software development process would be a big plus
High awareness of quality, combined with an accurate, reliable and near-pedantic approach to work
Strong analytical, conceptual and communication skillsgood English language skills required, German is a plus

What we offer you

The chance to shape an expanding team and platform
An open culture to learn, share new ideas, solve hard problems and demonstrate your creativity to make a real difference
Opportunities for advancement, independence and the autonomy to take on responsibility
Benefits as team events, free fruit, drinks and more

To apply, please send a copy your resume, relevant credentials, expected salary, and earliest possible start date to recruiting-it@pamono.com . We look forward to hearing from you!"	2017-10-02	Berlin Startup Jobs
 Gesundheitscloud	Data Security Engineer (m/f) 	"Who You Are

You love security engineering and designing architectural solutions that reduce security risk
You are a clear thinker who is able to see the big picture behind systems architecture
You hope to be part of cutting edge, high profile projects
You’re living in or willing to move to Berlin, DE

Requirements

Extensive, proven experience implementing and deploying real-world secure application architectures
Expert knowledge of encryption technologies, cryptography and key management, as well as authentication and control of application permissions
Strong track record of identifying common application layer vulnerabilities and the ability to explain these risks to developers
University degree in cryptography, cyber security, computer science, or related engineering discipline
5+ years of cyber security engineering and software systems development experience
Experience in a technical leadership role is a plus

Our tech stack
Scala, Java, Go, Finatra, Play, ES6, Docker, Kubernetes, Terraform, Ansible, Azure, PostgreSQL, SAP Hana
We offer

A competitive salary and a workstation of choice
Flexible work schedules and a start-up mindset
The opportunity to have an impact on improving peoples’ lives with innovative technology
Working with cutting-edge cloud and data management technologies
Opportunities to keep learning: we encourage the participation of trainings and conferences
An inspiring atmosphere on the HPI campus and excellent connection to public transportation
World-class Espresso and soft drinks are on the house

Contract: full-time
Start date: immediately"	2017-10-02	Berlin Startup Jobs
 Gesundheitscloud	Javascript Developer (m/f) 	"Who You Are 

You’re experienced in Javascript development and developing complex web applications
You are excited about the chance to build and maintain the SDK for a powerful digital health application
You hope to be part of cutting edge, high profile projects
You’re living in or willing to move to Berlin, DE

Requirements

University Degree or relevant experience
2+ years of relevant work experience in Javascript development
Familiarity with modern web application development frameworks and languages (ES6, JQuery, AngularJS, Ember.js, D3.js or similar)
Experience working with cloud based-architectures is a plus

We offer

A competitive salary and a workstation of choice
Flexible work schedules and a start-up mindset
The opportunity to have an impact on improving peoples’ lives with innovative technology
Working with cutting-edge cloud and data management technologies
Opportunities to keep learning: we encourage the participation of trainings and conferences
An inspiring atmosphere on the HPI campus and excellent connection to public transportation
World-class Espresso and soft drinks are on the house

Contract: full-time
Start date: immediately"	2017-10-02	Berlin Startup Jobs
 Gesundheitscloud	Senior Backend Developer (m/f) 	"Who You Are

Coding in Java, Scala, or Go is second nature to you
You are excited about building APIs and cloud services in a modern distributed environment
You love to learn new technologies and mentor junior engineers to raise the bar on your team
You take ownership of the projects you develop and make sure they are well built and always available
You hope to be part of cutting edge, high profile projects
You’re living in or willing to move to Berlin, DE

Requirements

University Degree or relevant experience as an IT professional
5+ years of experience as a developer with recognized industry patterns, methodologies, and techniques
3+ years of real-world experience coding in Scala, Java, or Go
Proven experience with 3 or more of the technologies listed below
Strong familiarity with cloud-based architectures and how to run them is a plus
Solid knowledge of encryption or authentication schemes is also a plus
Fluency in written and spoken English

Our tech stack
Scala, Java, Go, Finatra, Play, ES6, Docker, Kubernetes, Terraform, Ansible, Azure, PostgreSQL, SAP Hana
We offer

A competitive salary and a workstation of choice
Flexible work schedules and a start-up mindset
The opportunity to have an impact on improving peoples’ lives with innovative technology
Working with cutting-edge cloud and data management technologies
Opportunities to keep learning: we encourage the participation of trainings and conferences
An inspiring atmosphere on the HPI campus and excellent connection to public transportation
World-class Espresso and soft drinks are on the house

Contract: full-time
Start date: immediately"	2017-10-02	Berlin Startup Jobs
 Gesundheitscloud	Senior DevOps / Site Reliability Engineer (m/f) 	"Responsibilities 

Taking ownership of our platform for availability and performance
Implementing and maintaining automated health-checks and corresponding services
Making sure that our development and deployment infrastructure is flexible, easy to manage and easier to use
Working closely with our developers to deploy new services and solve performance problems
Scaling applications for performance and reliability depending on the type of workload

Requirements

Multiple years of experience as SysOps Engineer / SRE or similar engineering role in a DevOps team
Extensive knowledge in architecting, managing and maintaining large scale server deployments and general supporting infrastructure
Good knowledge of configuration management, network maintenance, and cloud automation development
Experience in scaling, automating, and optimizing a wide variety of cloud-based technologies
Familiarity with one or more scripting languages (Bash, Python, Ruby or similar)
Practical knowledge of Docker, Kubernetes, Terraform, Ansible and AWS/Azure

Our tech stack
Scala, Java, Go, Finatra, Play, ES6, Docker, Kubernetes, Terraform, Ansible, Azure, PostgreSQL, SAP Hana
We offer

A competitive salary and a workstation of choice
Flexible work schedules and a start-up mindset
The opportunity to have an impact on improving peoples’ lives with innovative technology
Working with cutting-edge cloud and data management technologies
Opportunities to keep learning: we encourage the participation of trainings and conferences
An inspiring atmosphere on the HPI campus and excellent connection to public transportation
World-class Espresso and soft drinks are on the house

Contract: full-time
Start date: immediately"	2017-10-02	Berlin Startup Jobs
 Gesundheitscloud	Cross-Platform (iOS/Android) Developer (m/f) 	"Requirements

University Degree in Computer Science or relevant work experience
2+ years of relevant work experience in mobile application (iOS, Android) development
Strong familiarity with mobile development in Java and Swift
Knowledge of UI frameworks and MVP application design is a plus
Experience developing apps for the healthcare domain is a plus

We offer

A competitive salary and a workstation of choice
Flexible work schedules and a start-up mindset
The opportunity to have an impact on improving peoples’ lives with innovative technology
Working with cutting-edge cloud and data management technologies
Opportunities to keep learning: we encourage the participation of trainings and conferences
An inspiring atmosphere on the HPI campus and excellent connection to public transportation
World-class Espresso and soft drinks are on the house

Contract: full-time
Start date: immediately"	2017-10-02	Berlin Startup Jobs
 HelloFresh	Front-end Engineer (m/f) 	"Who we’re looking for

You have a knack for anything that happens on the web
You speak HTML, CSS and JavaScript perfectly
You keep up to date with the latest developments in web technologies
You have experience with component based architecture using libraries such as React, Angular or Vue.js
You can handle pixel perfect UX designers very well
You have ambition to develop yourself and learn from your peers
You know how to take responsibility
You can work in fast-paced teams
You can get a taste of what we’ve been working on by checking out our engineering blog.

What we offer

Have a fast growing, dynamic and diverse IT team
The possibility to experiment with any new technology
A homegrown state of the art micro-service architecture (yes for the front-end as well)
A great open source mindset
The opportunity to work with the newest and hottest technologies
Bright minds for you to measure yourself with and learn from
Give you the possibility to grow
Work in an office in the coolest city in the world, Berlin
A competitive salary for the startup job market
Relocation service to help anyone moving to Berlin from abroad

Are you up for a challenge?
Please submit your complete application below including your earliest starting date and your salary expectations.
We’re committed to making HelloFresh as inclusive as we can be. As part of that commitment we chose to be transparent about our diversity data. To enable us to build an accurate picture of our workforce, we ask some optional questions in our application process."	2017-10-02	Berlin Startup Jobs
 Geschenkidee.de	QA Engineer (m/f) 	"Your challenge:

Create and execute test cases that clearly articulate steps and expected results and meet test objectives
Capacity to multi-task several testing activities concurrently including performance testing; unit/functional testing; regression testing; usability testing; end-to-end testing; load testing; security testing; and collaboration with development and product management teams.
Ability to identify, isolate and document site bugs and issues in a clear, concise manner
Ensure all website functionality across multiple country sites perform as expected
Assist development and product teams in troubleshooting complex technical or end user scenarios
Implement and manage testing automation mechanisms and processes
Support a culture of knowledge sharing and software best practices

Your profile:

Around 2 years work experience in QA, preferably in ecommerce environment
You have a good understanding of QA methodology and testing from web applications, especially experience with manual, exploratory, regression and smoke test
You can effectively communicate testing results in both verbal and written form – as well to non technical people
You have a thorough understanding of the agile software life cycle and web technologies
You bring an analytical mindset, problem-solving abilities and a get-it-done attitude
Working experience with JIRA is a must
Desired experience: Working experience with one CI server, Automation, TDD/BDD, Selenium, PHP/Python/JavaScript or other programming language, GIT
Bonus points: Experience with Magento, AWS, Codeception/Behat
You are a flexible and fast learner, who is a strong communicator with very fluent English; German is a big plus

Our offer:

An international, team-oriented and collaborative environment where you can take responsibility from Day 1
A skilled IT department who will challenge your ping pong skills once in a while
A dynamic and motivated Geschenkidee family with flat hierarchies
Daily challenges and successes and a steep learning curve

Curious? Please send your CV with earliest possible starting date and salary expectations to job@geschenkidee.de. Your contact person is Jessica."	2017-10-02	Berlin Startup Jobs
 Enfore	Senior Software Developer JavaScript / Java (m/f) 	"About the Job:
As a Senior Software Developer JavaScript / Java (m/f) at enfore you will join an experienced and international engineering team who values and practices transparency, supportive feedback and direct communication.
You have the opportunity to influence our open-source programming language, N4JS. N4JS extends JavaScript by providing a static type system similar to Java but retaining a syntax similar to TypeScript or Flow. N4JS includes many advanced language features such as async/await, arrow functions, and a fully featured dependency injection framework
You will help to create our public API and implement large-scale frameworks using N4JS
You will work in an automated and test-driven environment where tasks are assessed on their quality and rationale rather than turnaround time
You will ensure reliability, scalability and efficiency and make the API easy to use and understand
Requirements:

You are able to communicate and implement your design ideas clearly through UML
Many years of professional experience in software development
Excellent software engineering skills, including knowledge of software architecture, design patterns, OO principles and knowledge of type theory would be a bonus
Excellent knowledge of either Java or JavaScript and understanding of the respective difference between other language and the differences between these languages
Interest in latest web technologies
Solid English communication skills
MSc in Computer Science

Extra Qualifiers we’d like to see:

Build and release management, continuous integration
Experience in REST, JavaScript/ECMAScript 2015 or HTML5/CSS3
Solid German language skills

Questions? We are happy to hear from you!
jobs@enfore.com"	2017-10-02	Berlin Startup Jobs
 Enfore	Senior Software Developer – Language Engineer (m/f) 	"About the Job:
As Senior Software Developer – Language Engineer (m/f) at enfore you will join an experienced and international engineering team who values and practices transparency, supportive feedback and direct communication.
You will have the unique opportunity to work on our own large-scale open-source programming language N4JS, which adds static typing and other state-of-the-art features to JavaScript
You will be designing and developing key components and features of the N4JS language, IDE and its compiler
You will research or invent new usability concepts, language features and analysis techniques in order to simplify daily programming tasks
You will work in an automated and test-driven environment where tasks are assessed on their quality and rationale rather than turnaround time
You will help the community using N4JS, take part in community events and contribute to the Eclipse N4JS project
Requirements:

You are able to communicate and implement your design ideas clearly through UML (and other formalisms)
Many years of professional experience in OO programming
Excellent knowledge and experience in programming languages theory, program analysis, type theory and compiler construction
Experience in development of products or plugins based on the Eclipse platform
Solid English communication skills
M.Sc in Computer Science

Extra Qualifiers we’d like to see: 

Experience with JavaScript, TypeScript or Flow, and web application development
Solid German language skills

Questions? We are happy to hear from you!
jobs@enfore.com"	2017-10-02	Berlin Startup Jobs
