,ID,company_name,date,description,jobtitle,source,NewJobTitles,Intern,Junior,Intermediate,Senior,clusters
496,1542,mytaxi (Intelligent Apps GmbH),2017-11-26,"About UsBeat is a platform that transforms the way people move in their cities. Tap on a button on your smartphone and you get a ride in just a few minutes.In early 2017 Mytaxi, a subsidiary of Daimler A.G, acquired Beat. Beat started its life as Taxibeat, 6 years ago in Europe and 3 years ago expanded its operations to Peru where it serves millions of rides every single month. It is already establishing its position in South America with Chile being the latest new market and Colombia following soon.How are we going to achieve that?By constantly growing our world-class engineering team and continuing to invest on building and maintaining our world-class Big Data stack. To this end we are opening a new engineering hub in Berlin that will work in close collaboration with our Data Science and Big Data teams in Athens on building the next generation of Beat’s Big Data stack, serving both our analytics teams and our product teams.About the roleWe’re looking for a passionate Big Data Systems Engineer to build and maintain our growing Big Data stack. As a member of our engineering team you will help build the next generation of our Big Data infrastructure, write tools to monitor and maintain it.What you'll do day in day out:Work with our DevOps, Data Science and Big Data Engineering teams in Athens and help design and implement the next generation of our Big Data stack.Monitor, maintain, automate and enhance our Big Data infrastructure using the latest frameworks and tools. Preempt and respond to incidents.Employ agile methodologies to maintain a high quality infrastructure while minimizing operational disruptions.What you need to have:Bachelor’s degree in Math, Physics, Computer Science or Engineering. Higher degrees are highly appreciated as is considerable experience with Machine Learning, Statistical Analysis, Big Data Analytics in the industry.At least 2 years of experience in developing production-grade software using either Big Data or Machine Learning frameworks in order to solve real-world problems.Expert knowledge of UNIX-based systems.What it's nice to have:Proven hands-on experience with Apache Hadoop, Spark, Spark Streaming. Familiarity with Tensorflow or CNTK is a bonus.Experience with Message Brokers (e.g. RabbitMQ, Kafka)Knowledge of SQL and relational databases.Knowledge of non-relational databases (one or more of MongoDB, Redis, ElasticSearch)Experience in version control (Git preferable)What's in it for youThe chance to bring in your own ideasA strong team spiritExcellent monetary benefits (a pension plan, a monthly mobility allowance for free taxi rides, subsidised public transport ticket)Have your birthday off!As part of our dedication to the diversity of our workforce, Beat is committed to Equal Employment Opportunity without regard for race, colour, national origin, ethnicity, gender, disability, sexual orientation, gender identity, or religion.",big data systems engineer (beat product) f,Stackoverflow,big data systems engineer  f,False,False,False,False,7
497,1543,mytaxi (Intelligent Apps GmbH),2017-11-26,"About UsBeat is a platform that transforms the way people move in their cities. Tap on a button on your smartphone and you get a ride in just a few minutes.In early 2017 Mytaxi, a subsidiary of Daimler A.G, acquired Beat. Beat started its life as Taxibeat, 6 years ago in Europe and 3 years ago expanded its operations to Peru where it serves millions of rides every single month. It is already establishing its position in South America with Chile being the latest new market and Colombia following soon.How are we going to achieve that?By constantly growing our world-class engineering team and basing our systems on scalable, distributed and resilient code. To this end, we are opening a new engineering hub in Berlin where we will work alongside our colleagues in Athens to build the next generation scalable microservices-based infrastructure that will power Beat for years to come. And Golang will have a pre-eminent role in this stack. Sounds exciting enough? Find out more about this role below and let's transform the future of urban mobility together.About the roleOur systems are written in a modern, testable and object-oriented manner that promotes reusability, generic functionality and high performance. We are in the process of redefining our backend by re-architecting some of our core services as microservices. At the same time, we are integrating high throughput pipelines throughout our platform to enable rich insights for our data science and business intelligence teams. We seek people capable, willing and enthusiastic about participating in the design, the implementation and maintenance of our systems.Are you a Senior Backend Golang Engineer who has excellent problem-solving skills and loves technical challenges? Can you deliver under pressure, take initiative, work well as part of a team? If yes, then join us and participate in building an amazing product with international reach!What you'll do day in day out:Design, develop, manage, and support microservices written in Golang.Solve scalability and performance issues at an operating environment that constantly evolves and grows.Consume internal and 3rd party RESTful APIs.Debug and resolve issues and perform resolution follow ups.Participate in project planning including research and development.What you need to have:Expert understanding Test Driven Development, OOP principles and design patterns in Golang, Scala, C++ or JavaEE with at least 5+ years of proven, production-grade software development expertise in any of the above.At least 2 years of hands-on experience with the design and implementation of large Golang based production systems.Understanding of SOA and RESTful web service design, implementation and maintenanceExperience with MVC development frameworks and cascading modularityKnowledge and experience (modelling and architecture) of SQL and relational databases (MySQL)Some knowledge (and experience) of non-relational databases (one or more of MongoDB, Redis, ElasticSearch)Experience in version control (Git preferable)What it's nice to have:Experience with Kafka, RabbitMQCommits in open source Golang-based projectsExperience with GRPCWhat's in it for youThe chance to bring in your own ideasA strong team spiritExcellent monetary benefits (a pension plan, a monthly mobility allowance for free taxi rides, subsidised public transport ticket)Have your birthday off!As part of our dedication to the diversity of our workforce, Beat is committed to Equal Employment Opportunity without regard for race, color, national origin, ethnicity, gender, disability, sexual orientation, gender identity, or religion.",senior golang backend engineer (beat product) f,Stackoverflow,senior golang backend engineer  f,False,False,False,True,13
498,1544,mytaxi (Intelligent Apps GmbH),2017-11-26,"About UsBeat is a platform that transforms the way people move in their cities. Tap on a button on your smartphone and you get a ride in just a few minutes.In early 2017 Mytaxi, a subsidiary of Daimler A.G, acquired Beat. Beat started its life as Taxibeat, 6 years ago in Europe and 3 years ago expanded its operations to Peru where it serves millions of rides every single month. It is already establishing its position in South America with Chile being the latest new market and Colombia following soon.How are we going to achieve that?By constantly growing our world-class engineering team and developing projects such as car-pooling, personalized services, real time pricing mechanisms, routing and dispatching algorithms and fraud detection/prevention systems. To this end we are opening a new engineering hub in Berlin that will work in close collaboration with our Data Science and Big Data teams in Athens on implementing next-generation ETL, stream processing and machine learning applications, serving both our analytics teams and our product teams.About the roleOur Big Data team is at the heart of this effort and is an essential ingredient in Beat's aggressive growth plan and vision for the future.As a senior member of our team, you will tackle some of the hardest problems and your work will impact the entire Beat experience, from making sure drivers are always available for all our customers, to helping our drivers utilize their working hours. Our team moves very fast, so you'll have the opportunity to make an immediate difference.What you'll do day in day out:Work with the data science and engineering teams in translating complex models and algorithms into production-grade software systems.Develop components that will analyse, process and react to operational feeds in near real-time, optimizing driver allocation, optimizing service pricing and preventing fraudulent use of our services in near real-time.Being agile both within and across teams, bridging software engineering and data science.What you need to have:At least one Master's degree in Math, Physics, Computer Science or Engineering. Higher degrees are a significant bonus as is considerable experience with Machine Learning, Statistical Analysis, Big Data Analytics in the industry.At least 5 years of experience in developing production-grade software using either Data Warehousing, Big Data or Machine Learning frameworks in order to solve real-world problems.Experience in developing with Scala and/or Python at an idiomatic, expert level is required. Knowledge of advanced Java or C++ is a bonus. We would favour candidates with an exceptionally strong engineering background and deep knowledge of Machine Learning algorithms and current frameworks for their application to vast datasets.At least 6 years of experience with SQL.Proven hands-on experience with Apache Hadoop, Spark, Spark Streaming. Familiarity with Tensorflow or CNTK is a bonus.A strong sense of ownership in your work.Excellent numerical and analytical skills with an excellent eye for detail working with qualitative and quantitative data.The desire to build, launch and iterate on quality products on time with minimal technical compromises under a loosely-managed working environment.What's in it for youThe chance to bring in your own ideasA strong team spiritExcellent monetary benefits (a pension plan, a monthly mobility allowance for free taxi rides, subsidised public transport ticket)Have your birthday off!As part of our dedication to the diversity of our workforce, Beat is committed to Equal Employment Opportunity without regard for race, colour, national origin, ethnicity, gender, disability, sexual orientation, gender identity, or religion.",senior big data software engineer (beat product) f,Stackoverflow,senior big data software engineer  f,False,False,False,True,7
499,1545,HeavenHR,2017-11-26,"We are currently searching for highly qualified developers. HeavenHR is a young SaaS start-up that is backed and supported by well-known VC funds and experienced business angels. To continue our rapid growth, we are looking for Senior Java Developers who enjoy working in a dynamic environment and want to join us in building a great software from scratch.What we offer:Opportunity to work in an agile environment with lean processes (fast and small iterations)Initiate the development of new processes and solutions. We will give you the opportunity to realize your ideas and shape your own way of workingStrong technologies and the latest stable versionsFocus on code quality through clean code and code reviewsExtreme programming (pair programming, test driven development)Test automation (unit tests, integration tests, security tests, performance tests)Short build cycles using continuous integration and continuous deploymentWe believe in building high scalable, secure, and performant applications using common patterns like Microservices. Our constantly growing technology stack consists of Java, Tomcat, Spring, Spring Boot, Spring Cloud, Spring Security, Hibernate, Postgres, Maven, Git, etc. We also offer the possibility to work with a team of experts in different areas, such as frontend, backend, full stack development, DevOps, or team lead.Your background:You should have previous work experience as a (Senior) Java DeveloperProficient knowledge of Java (desirably with Java 8)Very good knowledge of standard frameworks (Spring, Hibernate, Gradle or Maven)Experienced in software architecture (design patterns, databases)Fluent in English; other languages are a plusWhy you should join the team:Office in the city center of BerlinNew, stylish equipmentAn international team of smart and enthusiastic peopleOpen mindset for new technologies and processesVibrant company cultureFree drinks, great coffee, and fruit baskets...and every first Friday of the month we enjoy cool drinks and delicious food at our Office Party!Up for a challenge?We are looking forward to receiving your application!",senior java developer (m f),Stackoverflow,senior java developer ,False,False,False,True,6
500,1546,foodora,2017-11-26,"foodora - bringing good food into your everyday! foodora is a Berlin-based food delivery service that partners exclusively with beloved local restaurants to deliver quality meals in 19 countries around the globe. We know the best that our cities offer and we’re bringing it online, enabling our customers to order their favourite food through our app (for iOS or Android) or web portal. We provide our restaurant-partners with an on-demand fleet of bicycle couriers, making it simple for customers around the world to access delicious meals.  We're currently expanding through Europe, Asia, Canada and Australia and we are always on the hunt for the brightest minds to join our team. Not only do we want to bring quality food to customers around the world, we also want to redefine delivery food to include the very best meals from beloved local restaurants.We are currently looking for multiple hires - from mid level to Senior System/DevOps Engineer (m/f) for our Berlin HQ!Responsibilities:Help us to launch and maintain successful websites all over the worldTake actively part in the design, building and maintenance of our complex, large and decentralised infrastructureEnsure the technical success, development and enhancement of our international businessSupport the teams that are using the infrastructure including taking part in an on-call rotationWork in a team and have the chance to work across various challenging tasksRequirements:University degree or an equivalent educationSolid knowledge in Cloud-based infrastructures, mainly AWSProficiency in Containers, mainly DockerHands-on experience in several Configuration Management SystemsFluency on Bash and either Python or RubyExperience in solving problems and strong troubleshooting skillsProficiency in designing, implementing, optimizing and maintaining infrastructures combined with a clear understanding of caching technologies and DDoS protectionEnjoy working and learning as part of a teamWhat We Offer:A modern office in the heart of Berlin, close to amazing restaurants and bars. Inside the walls of this office you’ll find:An empowering, international and agile working environmentResponsibility from day one in an innovative and rapidly expanding tech businessRegular office parties and exciting team eventsAnd a bunch of cool extras including a kicker table, table tennis and a playstation room, as well as free language classes and of course a monthly corporate discount for foodora!",system devops engineer,Stackoverflow,system devops engineer,False,False,False,False,3
501,1547,Zalando SE,2017-11-26,"The OpportunityZalando is the leading online Fashion platform and one of the biggest Tech companies in Europe. We re-imagine Fashion for the good of all and see technology as the key driver to get there. The 1,600+ members of Zalando Technology across our offices in Germany, Ireland and Finland build most of our 40+ platform products in-house and open source, and Retail Core is at the heart of all of this. In Retail Core, we are building the most advanced and automated procure-to-pay IT solution in the Fashion industry. Our systems automate the key process steps in fashion buying, fully integrate with our suppliers through EDI and REST APIs, and provide easy-to-use UIs and workflows to our 800+ internal users and 1500+ suppliers, incl. a fully-fledged supplier portal.As an Engineering Lead Retail Core, you will lead up to 2 of our agile Engineering Teams, each with between 4 and 7 software engineers. You will be providing technical direction, coaching and ongoing leadership for your teams to drive the core of our business: Fashion buying and merchandising. This means that you will be as close to our core business as possible, work on key business problems and have a lot of interaction with the internal and external users of our systems.You Are Setting StandardsImpact. You drive team mastery in world-class development techniques to deliver a high-performance, stable and auto-scaling production system.Vision. You develop and execute the mid- & long-term technical vision and architecture with your team while fostering close collaboration with other Engineering Managers to be in line with our overall tech strategy.Collaboration. You define OKRs with your team to achieve a high-level alignment on a half-year basis and facilitate collaboration, communication, and decision-making between different engineering teams and stakeholders. You act as a sparring partner to Product Owners / Managers when creating the product vision, and you co-own the product roadmap.Development. You develop your team members, help them solve technical challenges and enable them to discover their full potential. You develop tomorrow’s bar raisers.Growth. You attract, assemble and retain the right engineering talent while cultivating a culture of ownership, mastery, innovation, and purpose. You proudly represent Zalando at conferences and meetups and give technical talks.You Are SkilledExperience. In designing and operating large-scale applications on a PaaS/SaaS cloud, preferably AWS, and you bring 5-10 years of direct coding experience to the table.Technologies. You master object-oriented programming languages like Java and Scala (for backend components) and can also help your teams develop front-end components using today’s most popular frameworks. On top, you can work with SQL databases and REST APIs in a highly distributed, scalable and resilient microservice landscape.Leadership. You excel at developing and mentoring software engineers and have 4+ years of experience in team leadership and agile development methodologies. You can also work cross-functionally and manage complex projects with various stakeholders throughout the company.Passion. You stay on top of latest developments in software design, architecture and web services and you are passionate about well-structured, readable and testable code. Knowledge of event-based systems and event queues in general will be considered a big plus.Drive. You want to have impact by effectively managing conflicts and priorities, in thinking creatively and solution-oriented. You enjoy driving continuous improvement and innovation.You Are OfferedCulture. Culture of trust, empowerment and feedback; 100+ internal guilds; tech talks; product demos; coder dojos.Package. Very competitive salary (base and equity) and many perks, such as great shopping discount on a wide range of products on zalando.com; discounts from external partners; public transport discounts; relocation assistance for internationals; municipality services*; family service and parent & child rooms*; additional holidays & volunteering time off; diverse sports and health offerings.Development. Extensive onboarding; personal branding support focused on leadership; opportunity to attend and speak at conferences.Peers. International, accomplished experts and great self-organized teams.Want to join us? Then go ahead and apply!!If you need guidance or have any questions about our hiring processes, please contact Rebecca Kurzbuch.",engineering lead retail core (java scala),Stackoverflow,engineering lead retail core ,False,False,False,True,20
502,1548,Delivery Hero AG,2017-11-26,"Delivery Hero is building the next generation global online food-ordering platform. Our highly international team already operates in over 40 countries worldwide to ensure hungry customers get to their favorite takeaway food the fastest way possible. The company has grown from its inception in 2011 to become the world's largest food-ordering network. This is an exciting time for Delivery Hero with rapid growth in countries, market size and opportunities. Our ideal candidate will be enthusiastic, innovative and good at getting things done. You will play an active role in our future - an exciting job and a workplace in the heart of Berlin is waiting for you! We are looking for a Lead Software Engineer - Identity Management (f/m) to join our Central Team on its mission as soon as possible.You can play an active role in our future - an exciting job and a workplace in our brand new Berlin Hero Hub is waiting for you!Your mission:Lead the team of Java engineers responsible for the critical part of company’s day to day operations;Improve and maintain existing integrations and integrate new applications into the Identity and Access Management infrastructure;Own the entire development lifecycle from specification to deployment;Be an active partner for Product management in order to provide the best value for stakeholders and our customers;Innovate technology, process and product with your team;Ensure code quality by coaching junior and mid-level colleagues.Your heroic skills:6+ years of experience as a Java developer and team/technical lead;2+ years of experience with Identity and Access Management solutions (SailPoint IIQ, OpenAM, etc);Strong understanding of SSO concepts and implementations;You are an absolute pro in the relevant tech stack, i.e. Java 7/8, Spring4, Hibernate;You speak HTTP and REST like your mother tongue;You firmly believe in lean and agile development (Kanban / Scrum);You have passion for secure, clean and beautiful code, with an eye for simplicity and pragmatism;You understand that quality is not assured solely by the QA engineer, but by the team;You believe in cross-functional teams and know that responsibility does not end with deployment.A plus would be:Experience with Identity and Access Management solutions (SailPoint IIQ, OpenAM, etc).Good understanding of SSO concepts and implementations.What we offer:A high level of responsibility from the start;A collaborative and goal oriented environment with an exponential learning curve;Working with a motivated, engaged and multicultural team;An international work environment and English as working language;A workplace in Berlin-Mitte.Have we caught your attention? Then please send us your application in English language including cover letter, CV, salary expectations and earliest starting date.We are looking forward to your application!",lead software engineer identity management (f m),Stackoverflow,lead software engineer identity management ,False,False,False,True,8
503,1549,Delivery Hero AG,2017-11-26,"Delivery Hero is building the next generation global online food-ordering platform. Our awesome international team already operates in over 40 countries worldwide to ensure hungry customers get to their favorite takeaway food the fastest way possible. The company has grown from its inception in 2011 to become the world's largest food-ordering network. This is an exciting time for Delivery Hero with a huge and rapid amount of growth in countries, market size and opportunities. Our ideal candidate will be enthusiastic, innovative and good at ""getting things done."" You will play an active role in our future - an exciting job and a workplace in the heart of Berlin is waiting for you!Your mission:Develop highly reliable global services used across 40 countries.You would be a part of a cross-functional and multi-cultural Team, which builds and supports geographical services.Be data-driven, analyze impact of features, make hypothesis and implement new solutions.Grow and expand your expertise in Delivery Hero’s technology stack.Your heroic skills:You have 3+ years of professional hands-on experience in web services development with Python, Flask and SQL.You take care of your products. Testing, monitoring, debugging is your bread and butter.Experience and interest in working with existing and emerging cloud technologies.Passion for new technologies.Proficiency in reading and writing documentation.Experience with Git and the collaborative GitHub workflow.Hands on experience with React+Redux, PostGIS, Pandas and Kubernetes as an advantage. We offer you:International working atmosphere and cross-cultural teams.Goal oriented environment.Flexible working hours.Great career opportunities.Safety of a large company: pension scheme and stability.Nice work environment and English as working language.For applicants from abroad: relocation package and German lessons.Have we caught your attention? Then please send us your application including cover letter, CV, salary expectations and earliest starting date. We’re looking forward to your application!",full stack developer geolocation team (f m),Stackoverflow,full stack developer geolocation team ,False,False,False,False,2
504,1550,Aperto GmbH,2017-11-26,"Das erwartet dichEntwicklung von Web-ApplikationenSchätzung von EntwickleraufwändenUmsetzung von technischen Anforderungen in PHPQualitätssicherung und Monitoring der SoftwareentwicklungFunktion als Ansprechpartner für technologische WeiterentwicklungenDas bringst du mitMehrjährige und einschlägige Berufserfahrung in der Programmierung von WebauftrittenAcquia Drupal Zertifizierung von VorteilSicherer Umgang in der objektorientierten Programmierung in PHP, CMS Drupal oder TYPO3Erfahrung in der Entwicklung von Drupal Modulen oder TYPO3-Extensions (Extbase, Fluid) sowie mit PHP-MVC-Frameworks (z. B. Symfony, Zend)Sicherer Umgang mit Datenbanken und GITContinuous Integration (z.B. Jenkins) und Clean Code sind für dich keine Fremdwörter, zudem ist es dein Anspruch, diese Prozesse und Standards ständig zu verbessernAusgeprägte analytische und konzeptionelle Fähigkeiten und großes Qualitätsbewusstsein",php developer,Stackoverflow,php developer,False,False,False,False,11
505,1551,AUTO1,2017-11-26,"What you will do:Design software architecture and implement critical software tools for our different platformsConstantly improve yourself by learning new technologies and concepts following best industry practicesCreating efficient, testable, and reusable PHP modules, including responsibility for clean and reusable codeTake technical responsibility for projects within an international environmentWork in agile environment consistently focusing on improvementsWhat you will learn:How to build technical solutions and confront them with production trafficHow to work in a high scalable environment and with complex code, with a world-wide teamDeliver features end-to-end, from product decisions until deployment to live productionWhat you should bring:A Computer science degree (or similar) or relevant professional experience in web engineering4+ years of work experience with PHP backend development and OOPVery good knowledge in MVC frameworks, like SymfonyPassion for “clean code” and quality standards, like SOLID principles and design patternsNice plus: previous experience with microservice architecture; TDD, DDD knowledgeYou are a fast learner and not afraid of getting your hands dirty with new technologies and taking decisionsBusiness English levelWhat you will get:Technical excellence - You will join a high profile and fun engineering team surrounded by technologyInnovative culture - You will work on previously unsolved challenges and experiment with new technologiesReal impact - Your work will enable our business success and disrupt the car industryBenefits package - You will take advantage of our employee pension scheme, free German classes, educational budget, tandem partner program, discounts on different services (gym, public transport, leisure activities...), regular team-events (international nights, bowling, karaoke...)Smooth start in Berlin - You will receive relocation support that includes assistance with visa, apartment search, moving costs and help with German bureaucracyAre you ready to take your career to the next level? Then please apply here, or send us your CV to hr@auto1.com , we are waiting for you!",senior php developer,Stackoverflow,senior php developer,False,False,False,True,11
506,1552,Checkout.com,2017-11-26,"About usLaunched in 2012, Checkout.com is an international FinTech company providing end-to-end e-commerce solutions for payments on the Internet. Built on 100% proprietary technology Checkout.com’s online platform offers all credit and debit cards as well as alternative and local payment methods through a single integration. With clients such as Virgin, Adidas, Samsung and many more, Checkout.com’s talented team members serve a list of tier one global retailers and leading mobile applications from its London, Berlin, Dubai, Singapore, Mauritius, Boston and San Francisco offices.At Checkout.com we strive to create a unique working environment where each of our employees are empowered to take responsibility, solve complex market challenges and deliver valuable and comprehensive solutions for our customers. We believe our employees’ highest potential and performance can be achieved through a dynamic, supportive culture that focuses on personal growth and exciting career development paths. About the roleExposed to the entire software development lifecycle (SDLC), you will work on the specification, design, coding, testing and deployment of various solutions within a Microsoft .NET environment.The ideal candidate is passionate and spirited, lives and breathes Agile and firmly believes in creating clean, testable code.In this role, you will have the opportunity to:Design, develop, and deliver new features on our RESTful API and related servicesCollaborate with globally distributed and multidisciplinary teamsAssist in requirements identification and in producing specificationsCreate and maintain a development environment for efficient testing and integrationAssist QA to define acceptance testsSupport the creation and maintenance of technical documentationParticipate in team knowledge management and make recommendations for continuous improvement of SDLCContribute and adhere to coding standards, best practices, and proceduresAbout youEnjoy learning new skills and using the best tools for the jobSolid experience in Software Development, Design and ArchitectureStrong knowledge and application of software design patternsStrong .NET framework knowledgeExcellent practical knowledge of OOP concepts and SOLID principlesSolid understanding of HTTP and RESTful designHands-on experience with SQL and NoSQLExperience with Unit and Integration testingExperience with Continuous Integration and Deployment workflowsCloud experienceSuperb communication skills, ability to interact effectively with multidisciplinary teamsFluent in English or C#... and the ""nice to have"":ASP.NET Core experienceAWS experience beneficialWorking within a microservices architecture/distributed architectureDocker experienceExperience of working in a compliance environmentScalability and high throughput software…Finance/payments experience",software engineer .net & core #fintech,Stackoverflow,software engineer .net & core #fintech,False,False,False,False,4
507,1553,Zalando SE,2017-11-26,"THE OPPORTUNITYZalando is transforming from Europe’s leading e-commerce company into a multi-service platform for fashion. From logistics to big brands, to manufacturers - we’re building the platform that connects all people and parts of the fashion ecosystem.Forecasting is at the core of our commercial operation. Forecasting tools help to determine how much of each product to buy, to recommend the best prices, and to ensure that we have the right level of logistics capacity to fulfil customer demand. We use cutting edge Machine Learning technology to forecast demand and pricing with a focus on business and customer experience.YOUR ROLEAs a Senior Data Scientist, you are part of a cross-functional agile team.You have end-to-end responsibility. You are accountable for all aspects of your work, from data analysis and research, to KPI definition, testing and deployment. You have +3 years of professional experience and you are passionate to drive and develop a great product as part of an agile team.You support product discovery. You are working with product management and stakeholders to define the scope of data science products. You have great communication skills to translate data science topics to business stakeholders.You pick the right approach for a given problem. You have a deep understanding of standard Machine Learning methods such as Generalized Linear Models, (Recurrent) Neural Networks, State Space Models (SSMs), in particular how to leverage them to handle temporal data. You’re holding a degree (PhD or M.Sc.) in Computer Science, Mathematics, Statistics or other similar quantitative field.You know how to deal with data. You have the skills to query, analyze, and cluster data and know how to set up monitoring and data quality assurance.You bring machine learning systems to production. You collaborate with engineers to translate forecasting prototypes into production systems. You have experience with Python, ML-related libraries such as pandas, scikit-learn, TensorFlow, Keras, and big data frameworks such as Spark.WHY SHOULD YOU APPLYYou have impact. Your contribution to our business critical forecasting products will have a broad visibility across the company and management levels.You can influence. Zalando’s dynamic structures and processes give you a huge opportunity to drive ideas and influence your working environment.We create career opportunities. Our tech departments are ever growing, offering various career opportunities for your future, whether you want to become a Principal Data Scientist, or step into a new role.We support your networking. You have the opportunity to attend and speak at related conferences and meetups, and encouragement to publish your work (open source commitment), we host game nights, +100 internal technical and fun guilds, tech talks, product demos, Coderdojos, Hack weeks, parties and events.The Benefits. Competitive salary, 40% Zalando shopping discount, discounts from external partners, public transport discounts, relocation assistance for internationals, free drinks and fruits, hardware of your choice.WANT TO JOIN US? THEN GO AHEAD AND APPLY!Please make sure your application is written in English. If you need guidance or have any questions about our hiring processes, please contact our recruiter Almog Greenberg.",senior data scientist pricing & forecasting,Stackoverflow,senior data scientist pricing & forecasting,False,False,False,True,33
508,1554,ProfitBricks GmbH,2017-11-26,"Ihre Aufgaben:Betreuung unserer modernen Cloud-Computing Plattform und Unterstützung der Service-Dienstleistungserbringung auf allen EbenenAdministration mehrerer kleiner Ceph ClusterBetreuung der Serverdienste (z.B. Apache, nginx, DNS, DHCP)Entwicklung von Tools zum Management unserer Plattform, vorzugsweise in Python oder ShellKontinuierliche Aktualisierung unserer Betriebsumgebung, um maximale Verfügbarkeit sowie Skalierbarkeit unserer Plattform zu gewährleistenErstellung aussagekräftiger Dokumentationen sowie Verifizierung und Pflege bereits vorhandener DokumentationenKontinuierliche Verbesserung unserer Services und internen Servicemanagement-ProzesseIhr Profil:Sehr gute Erfahrung in der Linux Server Systemadministration, vorzugsweise Debian/Red HatKenntnisse in der Administration von CephBonus: Kenntnisse in InfluxDB und GrafanaBreites Basiswissen im Umgang mit Linux und den gängigen Standard ToolsSicherer Umgang mit Diagnose Tools (Netzwerke / Storage)Skript Erfahrung: insbesondere Bash und Python Erfahrung im Umgang mit Monitoring Systemen (z.B. Icinga, Cacti, InfluxDB, Graylog)Eigeninitiative, selbständiges Erkennen und Abschätzen von Problemen und Einbringen von VerbesserungsvorschlägenTeamfähigkeitITIL v3 KenntnisseFließende Englisch- und gute DeutschkenntnisseWas wir Ihnen bieten: Ein technologisch zukunftsweisendes Unternehmen „am Puls der Zeit“ mit flachen Hierarchien und GestaltungsmöglichkeitenDie Möglichkeit zur technologischen Weiterentwicklung unseres AngebotesDiverse Team- und Mitarbeiterevents (z. B. monatliches „Meet & Greet“)Ein internationales Umfeld mit über 110 KollegInnen, die 23 verschiedenen Nationalitäten angehörenInterne Weiterbildung auf unkonventionelle Art und Weise (z.B. „Lunch & Learn“)Deutschunterricht für internationale KollegenFreie Obst- und Getränkeauswahl, PlayStation und KickerUmfassender Relocation Service für neue Mitarbeiter aus dem AuslandEiner der beliebtesten Bezirke der Hauptstadt: Der Prenzlauer Berg bietet ein abwechslungsreiches Umfeld mit hoher Lebensqualität",system engineer (m w) für cloud technologie,Stackoverflow,system engineer  für cloud technologie,False,False,False,False,17
509,1555,DuMont Process GmbH,2017-11-26,"Stell Dir einen Arbeitsplatz vor, bei dem Du direkt Verantwortung übernehmen kannst. Einen Arbeitsplatz, bei dem Deine Ideen nicht nur gehört, sondern direkt umgesetzt werden. Stell Dir eine schnelllebige Entwicklungsumgebung vor, in der Dein Einsatz den Unterschied macht.Das ist DuMont Process!Du kannst Aufgaben aus unserem gesamten Technologie Stack eines neuen Projektes übernehmen. Wenn Du Dir auch noch gerne neue Features für Produkte ausdenkst und diese vom Entwurf bis zur Verwirklichung begleitest, bist Du genau richtig in unserem Team!Welche Herausforderungen erwarten Dich ?Baue Software, die unsere Kunden liebenÜbernimm Verantwortung bei der Planung und Ausführung neuer Features und ProjekteEntwicklung neuer Produkte zusammen im TeamÄrmel hochkrempeln und coden, verwirkliche Deine und unsere Ideen!Was bringst Du mit?Abschluss der Informatik oder eines verwandten StudienfachsMindestens 1 Jahr Erfahrung in der Implementierung von Web ApplikationenPython KenntnisseSQLAlchemy Kenntnisse sind ein Bonus, aber kein MussJavaScript Kenntnisse sind von Vorteil, denn nutzen JavaScript React JSKenntnisse in React JS und Node JSHTML und CSS KenntnisseErfahrung mit relationalen Datenbanken7 Gründe für Dumont Process:Schnelle Umsetzung neuer Ideen und FeaturesRaum, um Deine Ideen direkt an den Kunden zu bringenFreie Getränke zur ErfrischungKleines, lockeres Team aus Entwicklern, die ihren Job liebenFlexible ArbeitszeitenFlache Hierarchien in einem modernen und zukunftssicheren ArbeitsumfeldEinen Arbeitsplatz in wunderschönen Räumlichkeiten mit Industrie-Charme bei einem Top-Arbeitgeber, ausgezeichnet mit dem Top Job Siegel 2017",(junior) python react entwickler (m w),Stackoverflow, python react entwickler ,False,True,False,False,0
